Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mauritania,MRT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,11.79,11.9,12.1,12.26,12.32,12.17,11.84,12.02,12.26,12.01,12.1,12.04,12.34,12.5,12.66,12.45,11.83,11.82,12.07,12.37,12.41,12.63,12.56,12.34,11.91,11.79,11.59,11.51,11.52,
Mauricio,MUS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13.4,13.65,13.68,13.66,13.63,13.38,13.08,12.79,12.26,12.35,11.54,11.58,12.74,13.36,16.32,15.49,14.38,12.62,12.3,12.94,11.72,11.72,11.16,10.84,10.7,10.42,10.05,9.53,9.42,
Malawi,MWI,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.71,6.73,6.96,6.9,7.03,6.88,6.88,6.89,6.97,6.91,6.9,7.01,7.02,6.96,6.9,6.8,6.7,6.63,6.93,6.96,6.88,6.91,6.98,6.87,6.81,6.75,6.68,6.54,6.48,
Malasia,MYS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.29,4.34,4.88,4.31,3.76,2.6,2.83,3.31,3.3,3.06,3.79,3.78,3.64,3.81,3.71,3.39,3.45,3.67,3.79,3.43,3.31,3.16,3.44,3.22,3.39,3.93,3.85,3.63,3.64,
América del Norte,NAC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.702112135,7.322577405,6.982833819,6.419875938,6.008759318,5.844637758,5.455529752,4.952267925,4.632261543,4.358100321,4.872589931,5.765813714,5.817812721,5.553759676,5.243515326,4.784880399,4.623568095,5.444723124,7.946410427,8.458794033,8.300044007,7.771348655,7.017259091,6.096885557,5.303913578,4.951996993,4.482378559,4.025156875,3.794631701,
Namibia,NAM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,18.61,19.72,20.02,21.11,22.73,24.27,25.86,24.43,23.12,21.65,22.39,23.5,24.18,25.11,24.7,24.25,23.84,23.6,23.79,24.02,21.39,19,20.7,20.37,22.82,25.01,21.53,18.59,18.53,
Nueva Caledonia,NCL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,21.84,21.65,21.24,21.48,21.94,22.1,21.52,21.13,20.5,20.49,20.19,19.8,19.53,19.38,18.88,18.61,18.36,17.57,16.28,16.32,16.4,15.94,15.58,15.6,15.93,16.12,16.31,16.51,16.71,
Níger,NER,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.92,0.92,0.99,0.99,0.97,1,0.97,1,0.98,0.99,1,1.34,1.75,2.17,2.71,2.01,1.47,1.06,0.76,0.5,0.22,3.16,1.41,0.43,0.42,0.4,0.39,0.38,0.37,
Nigeria,NGA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.4,3.49,3.54,3.54,3.57,3.61,3.6,3.61,3.62,3.66,3.68,3.85,3.77,3.76,3.67,3.59,3.55,3.51,3.71,3.78,3.69,3.51,3.36,5.4,5.11,8.11,9.27,8.36,7.45,
Nicaragua,NIC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.43,7.51,7.62,7.87,7.92,7.96,7.9,7.89,8.11,7.93,7.84,7.8,7.85,7.97,5.78,4.97,5.04,6.96,8.87,8.72,7.22,5.8,5.47,5.62,5.44,4.27,3.49,5.26,5.16,
Países Bajos,NLD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,9.93,7.81,7.7,8.06,8.67,8.12,7.15,5.81,4.86,3.46,2.52,2.89,3.8,5.04,6.92,6.16,5.21,4.48,4.92,5.55,5.42,6.23,7.3,7.75,7.28,6.51,5.26,3.96,3.36,
Noruega,NOR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.99,5.08,5.17,4.71,6.33,5.34,5.03,4.02,3.23,3.28,3.61,4.09,3.96,3.92,4.19,3.34,2.42,2.36,2.6,2.94,2.99,2.63,3.23,3.24,4,3.91,3.69,3.54,3.39,
Nepal,NPL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.53,1.54,1.62,1.64,1.6,1.65,1.63,1.63,1.66,1.59,1.52,1.48,1.48,1.39,1.31,1.21,1.13,1.07,1.37,1.65,1.87,2.14,2.4,2.66,2.88,2.84,2.86,2.75,2.73,
Nueva Zelandia,NZL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,9.77,9.73,8.96,7.81,6.49,6.25,6.86,7.61,6.69,5.98,5.38,5.47,5.11,4.52,4.15,4.2,3.97,4.26,6.14,6.93,6.76,7.39,6.38,6.08,5.86,5.46,5.21,4.47,4.38,
Miembros OCDE,OED,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.556882688,7.954712992,8.390169767,8.545997767,8.403293567,8.327710514,8.136216264,8.014626024,7.890382247,7.535100555,7.173967156,7.621168716,7.688692683,7.660258917,7.310337079,6.735587679,6.201223808,6.355586563,8.028462517,8.284193919,8.154249169,8.218314379,8.086747491,7.62965087,7.039791893,6.644911105,6.170261472,5.706965848,5.582096355,
Omán,OMN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.95,6.91,6.97,6.95,7.03,7.21,7.25,7.3,7.06,7.1,7.29,7.06,6.82,6.94,7.23,7.47,7.79,7.95,8.41,8.78,9.23,10.08,11.02,11.58,12.33,13.3,10.11,7.19,7.37,
Otros Estados pequeos,OSS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,14.81486626,15.45770155,16.20250806,16.68205874,17.04325101,17.36333981,17.5811764,17.25275252,16.92532715,16.5144652,16.80293712,16.37491456,16.68323001,16.2313669,15.83355832,14.98598015,14.29920094,13.97169999,14.62043232,15.06257196,14.55526955,14.1326128,14.27035368,13.93157913,13.88625005,13.88202298,13.26874738,12.69070094,12.55332464,
Pakistán,PAK,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.3,0.34,0.29,0.32,0.32,0.34,0.29,0.31,0.32,0.32,0.29,0.31,0.33,0.36,0.37,0.32,0.24,0.53,0.36,0.64,0.67,1.72,3.43,2.01,6.18,5.77,5.2,4.56,4.32,
Panamá,PAN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.97,5.05,5.13,5.09,5.06,5.2,5.17,5.21,5.15,5.08,4.95,5.01,5.08,5.12,5.02,4.95,4.98,4.92,4.91,5.1,2.7,3.06,3.08,3.52,3.93,3.94,5.12,4.99,5.82,
Perú,PER,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.54,5.56,5.83,6.07,5.95,5.83,5.92,5.77,5.84,5.84,5.76,5.92,4.64,5.37,4.87,4.75,4.37,4.34,3.82,3.73,3.51,3.36,3.51,2.98,2.93,3.49,3.45,3.38,3.28,
Filipinas,PHL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.79,3.87,4.03,4.12,4.12,4.16,4.14,3.94,4.05,4.06,4.02,3.95,3.84,3.89,4.2,4.33,3.72,4.01,4.13,3.79,3.83,3.73,3.82,3.72,3.22,2.76,2.7,2.68,2.53,
Papua Nueva Guinea,PNG,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.99,2.08,2.19,2.11,2.01,2.09,1.97,2.06,2.06,2,1.92,1.88,1.82,1.68,1.59,1.43,1.35,1.2,1.3,1.28,1.45,1.48,1.48,1.52,1.47,1.4,1.34,1.27,1.29,
Polonia,POL,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,15.16,15.14,16.11,16.46,15.16,14.35,13.01,11.82,13.17,18.33,20.03,20.68,19.93,19.77,19.14,14.92,10.34,7.96,8.66,10.02,10.4,10.91,11.11,9.59,7.71,6.23,4.91,3.85,3.6,
previa al dividendo demográfico,PRE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.553884042,4.600448733,4.640770422,4.587624561,4.570774863,4.542242221,4.469851791,4.469961833,4.513040203,4.538536459,4.598011595,4.758292365,4.884722595,4.862691262,4.821617277,4.742975885,4.595549405,4.514694619,4.89729479,5.543293935,5.358599102,5.285032419,5.190714181,5.493098399,5.461613509,5.958774707,6.148096394,5.915584469,5.711130703,
Puerto Rico,PRI,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,12.97,13.27,13.18,11.17,10.69,11.58,12.15,11.98,9.44,7.4,9.21,10.31,10.65,8.61,10.09,10.55,9.53,9.65,12.41,12.55,12.62,12.06,11.9,11.52,9.65,9.46,8.45,6.86,6.02,
"Corea, República Popular Democrática de",PRK,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.4,2.45,2.55,2.56,2.54,2.55,2.53,2.57,2.57,2.5,2.53,2.53,2.55,2.51,2.46,2.34,2.29,2.27,2.42,2.49,2.48,2.49,2.49,2.45,2.41,2.39,2.28,2.26,2.23,
Portugal,PRT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.64,4.78,6.28,7.79,7.79,8.45,7.5,5.7,5.07,4.74,4.95,5.31,7.26,7.18,8.64,8.91,9.5,8.75,10.09,11.86,13.04,15.5,16.37,14.33,12.75,11.17,9.35,7.44,7.15,
Paraguay,PRY,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,11.45,11.5,11.82,11.95,11.99,11.82,11.92,11.75,11.78,11.69,11.73,11.85,8.36,8.4,6.28,6.69,6.69,5.99,6.67,6.07,6.42,5.47,4.98,6.83,4.95,6.75,5.44,6.8,8.34,
Ribera Occidental y Gaza,PSE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.87,8.37,8.26,8.39,8.25,8.16,8.37,8.39,8.32,8.03,10.07,12.83,15.18,14.84,16.67,13,14.43,19.54,20.11,21.56,22.44,26.03,27.42,26.16,34.3,37.93,42.77,41.85,41.14,
Estados pequeos de las Islas del Pacfico,PSS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.509929971,3.681445684,3.724597489,3.85001189,3.848395998,3.894520467,3.829271775,3.935053238,4.060580843,3.915887791,3.976938647,4.059841879,4.121606461,4.008659617,3.811635126,3.62507352,3.482612176,3.484641653,3.59165907,3.116780562,2.985179852,3.061765389,3.06397983,3.054057142,3.053468257,3.036991538,2.980770857,2.890561372,2.823031155,
posterior al dividendo demográfico,PST,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.849902116,7.30148327,7.798764052,7.929794413,7.979683063,8.111502622,7.925437004,7.938915831,7.632105882,7.045675552,6.698527783,7.013835006,7.003231853,6.87945376,6.616610855,6.212211846,5.756136806,5.941848866,7.540034806,7.90978147,7.85340804,7.982513684,7.845741063,7.425544842,6.831282932,6.383047769,5.855150106,5.308611855,5.006406172,
Polinesia Francesa,PYF,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,12.93,12.86,12.51,12.58,12.71,12.8,12.98,13.33,13.45,13.44,13.43,13.36,13.19,13.09,12.89,12.82,12.8,12.86,12.2,12.06,12.23,12.3,12.48,12.72,12.97,13.17,13.44,13.7,13.91,
Qatar,QAT,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.53,2.45,2.22,2.17,2.18,2.23,2.43,2.52,2.45,2.55,2.57,2.59,2.63,2.86,3.12,3.42,2.48,1.57,1.71,2.77,3.4,2.88,1.6,1.05,0.87,0.72,0.64,0.48,0.42,
Rumania,ROU,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.68,7.85,8.42,8.74,8.59,7.32,5.89,5.47,5.53,6.37,6,7.59,6.38,6.15,6.43,6.11,5.41,4.67,5.84,6.18,6.47,6.08,6.31,6.1,5.85,4.98,4.04,3.49,3.38,
Federación de Rusia,RUS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.22,5.17,5.82,7.95,9.2,9.3,11.46,12.96,12.9,10.37,8.6,7.6,7.95,7.52,6.93,6.69,5.64,5.94,7.67,6.84,6.09,5.07,5.14,4.82,5.31,5.35,5.05,4.78,4.42,
Rwanda,RWA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.15,0.19,0.23,0.27,0.35,0.34,0.38,0.42,0.5,0.54,0.59,0.67,0.7,0.74,0.76,0.74,0.75,0.78,0.94,1.03,1.08,1.15,1.22,1.25,1.21,1.17,1.11,1.06,1.02,
Asia meridional,SAS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.992412688,5.158006979,5.212476256,5.30172581,5.318780103,5.25730204,5.090393619,5.140680307,5.279367071,5.039428743,5.091609644,5.165891785,5.367367826,5.438506525,5.519250318,5.299930551,5.214514722,4.936424718,5.364327114,5.150468496,5.106319902,5.245839647,5.583310853,5.445288191,5.875107918,5.777521845,5.555493879,5.420858469,5.321565309,
Arabia Saudita,SAU,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.96,4.95,5.36,5.7,6.32,6.79,7.35,8,8.18,9.37,9.19,11.64,12.65,13.51,14.23,14.78,14.35,13.96,16.23,17.52,19.09,21.01,20.84,21.72,21.66,21.17,20.33,22.49,22.97,
Sudán,SDN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,20.31,20.37,20.42,20.47,20.54,20.34,20.32,20.4,20.32,20.41,20.45,20.35,20.38,20.27,20.17,19.94,19.73,19.59,22.97,26.77,30.3,29.78,30.42,30.27,30,29.83,29.47,29.05,28.82,
Senegal,SEN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.72,7.76,7.88,7.91,7.96,7.85,7.89,7.88,7.86,7.81,7.83,7.8,9.33,10.7,12.27,13.76,13.62,13.45,13.86,13.96,13.9,12.07,10.27,8.74,7.3,7.25,7.18,7.09,7.02,
Singapur,SGP,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.19,3.18,3.4,3.44,3.45,3.87,2.61,3.7,5.2,3.46,3.89,5.78,6.2,6.21,6.13,4.96,4.33,4.42,6.55,4.42,4.33,4.23,4.41,4.11,3.98,4.49,4.44,3.79,3.16,
Islas Salomón,SLB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.73,1.82,1.84,1.89,1.9,1.84,1.82,1.84,1.85,1.74,1.77,1.83,1.92,1.9,1.9,1.76,1.7,1.68,1.77,1.64,1.34,0.98,0.72,0.69,0.69,0.68,0.66,0.64,0.62,
Sierra Leona,SLE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.2,2.27,2.31,2.32,2.3,2.33,2.32,2.32,2.32,2.34,2.31,2.32,2.31,2.28,2.39,2.45,2.51,2.62,2.97,3.27,3.48,3.61,3.68,3.83,3.83,3.84,3.72,3.63,3.58,
El Salvador,SLV,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.43,7.08,6.82,6.42,5.87,6.47,5.32,5.78,4.44,3.74,5.22,3.21,3.2,3.43,4.79,3.88,3.71,3.62,4.92,4.16,3.41,3.3,3.33,3.14,3.47,3.85,4.01,3.75,3.7,
Somalia,SOM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13.55,13.63,14.01,13.83,14.18,13.93,13.83,13.95,13.96,13.91,13.89,13.96,13.97,13.88,13.77,13.53,13.36,13.28,13.73,13.83,13.82,13.84,13.87,13.78,13.69,13.56,13.4,13.27,13.18,
Serbia,SRB,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,15.56,15.44,15.57,16.08,16.14,15.65,16.01,16.15,16.27,14.97,15.02,15.73,16.34,22.96,26.23,24.71,21.01,16,17.87,20.22,23.69,24.97,23.83,20.37,18.76,16.1,14.27,13.7,11.08,
África al sur del Sahara (excluido altos ingresos),SSA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.187707607,6.258840274,6.385941612,6.399049317,6.464589695,6.535195503,6.538419318,6.575475215,6.723609882,6.701777488,6.715365988,7.059614569,6.976169121,6.708099544,6.611250187,6.45798066,6.156790734,5.664363799,5.922997014,6.464081343,6.324879592,6.243317254,6.121965631,6.309611895,6.316334046,6.706673763,6.785051039,6.546393172,6.437824246,
Sudán del Sur,SSD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13.58,13.64,13.82,13.89,13.89,13.85,13.86,13.86,13.9,13.89,13.85,13.89,13.91,13.82,13.71,13.5,13.3,13.21,13.62,13.74,13.68,13.82,13.97,13.72,13.71,13.7,13.49,13.31,13.16,
África al sur del Sahara,SSF,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.187707607,6.258840274,6.385941612,6.399049317,6.464589695,6.535195503,6.538419318,6.575475215,6.723609882,6.701777488,6.715365988,7.059614569,6.976169121,6.708099544,6.611250187,6.45798066,6.156790734,5.664363799,5.922997014,6.464081343,6.324879592,6.243317254,6.121965631,6.309611895,6.316334046,6.706673763,6.785051039,6.546393172,6.437824246,
Pequeños Estados,SST,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,15.14486177,15.63874352,16.05536127,16.23918972,16.37152196,16.65700345,16.82521749,16.41312267,16.20986616,15.77257652,15.77608609,15.37201893,15.33001137,14.79851025,14.50240892,13.65956522,13.13637917,12.83506382,13.50964411,13.94918759,13.6746322,13.50378951,13.79326514,13.36596311,13.25080555,13.2509352,12.55237199,11.78055319,11.47423214,
Santo Tomé y Príncipe,STP,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,17.53,17.59,17.78,17.91,17.89,17.86,17.81,17.91,17.96,17.8,25.8,26.3,26.13,24.32,25.68,25.66,24.41,24.14,23.45,23.3,22.3,21.44,21.47,21.43,21.29,21.15,20.95,20.66,20.51,
Suriname,SUR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.89,23.64,23.21,15.14,11.01,16.89,16.34,17.24,20.62,19.58,18.68,17.75,16.8,15.73,15.45,15.13,14.81,14.6,14.87,12.85,12.73,12.71,11.21,12.19,11.65,11.56,11.54,11.41,11.33,
República Eslovaca,SVK,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,11.79,11.49,11.82,14.1,13.79,12.68,12.84,12.54,15.91,18.61,18.55,18.78,17.28,19.63,17.23,14.74,12.68,10.93,12.83,14.6,13.63,14.52,14.53,13.63,12.89,10.75,8.41,7.03,5.96,
Eslovenia,SVN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.94,5.95,6.41,6.95,6.84,6.65,6.95,7.47,7.47,7.06,6.02,6.27,7.02,6.4,7.03,7.19,5.83,4.82,5.8,7.02,8.17,9.37,10.91,10.55,10.04,8.59,7.48,5.7,4.95,
Suecia,SWE,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.95,4.61,7.64,8.14,7.86,8.58,9.69,8.04,6.86,5,4.4,4.62,5.01,6.18,7.37,7.26,6.47,6.57,8.01,8.52,7.76,7.71,7.89,7.69,7.29,6.59,6.44,6.24,6.96,
Eswatini,SWZ,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,22.71,22.91,23.06,23.07,23.18,24.46,25.74,26.47,27.08,27.51,28.06,29.01,29.6,30.13,30.75,31.08,31.32,30.11,30.01,29.46,28.54,27.98,27.15,26.08,25.35,24.46,24.32,24.17,23.97,
República Árabe Siria,SYR,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,13.53,10,6.45,11.66,13.8,14.21,14.56,15.35,15.05,19.62,25.56,23.38,20.91,22.14,22.92,23.44,25.64,24.16,22.13,21.92,21.57,21.38,21.24,20.98,20.87,20.73,20.54,20.41,20.37,
Chad,TCD,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.27,0.27,0.29,0.35,0.37,0.42,0.46,0.49,0.56,0.63,0.7,0.8,0.86,0.84,0.82,0.89,0.93,0.97,1.21,1.33,1.37,1.52,1.58,1.65,1.69,1.71,1.77,1.79,1.85,
Asia oriental y el Pacífico (BIRF y la AIF),TEA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.204128048,2.146771663,2.378113616,2.676490215,2.764947603,2.840973912,2.918102336,3.072320778,3.173660815,3.127290048,3.564793608,3.780130031,4.080063636,4.077971106,4.132388433,3.992626754,3.990633582,4.019096917,3.950407043,3.747632751,3.653040811,3.636030385,3.593479768,3.561982735,3.631362862,3.520636384,3.438454857,3.36454175,3.498527968,
Europa y Asia central (BIRF y la AIF),TEC,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,5.957007169,6.131957759,6.966407784,8.47457638,9.645823559,10.38260477,11.18054654,12.00046001,12.30588569,11.64434962,10.91379841,10.55602004,10.24749982,9.954666674,9.397590599,8.516330632,7.306814393,7.109943315,8.398297938,8.183304694,7.730721093,7.288070123,7.382754401,7.333831988,7.406445029,7.192130813,6.911736189,6.568213958,6.692959301,
Togo,TGO,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.12,4.19,4.29,4.44,4.32,4.27,4.35,4.34,4.38,4.39,4.38,4.41,4.4,4.34,4.29,4.16,3.4,2.82,2.5,2.05,1.64,1.66,1.69,1.67,1.69,2.25,2.77,2.71,2.67,
Tailandia,THA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.43,1.49,1.83,1.62,1.34,1.12,0.9,3.4,2.94,2.34,2.49,1.63,1.44,1.38,1.21,1.12,1.07,1.04,0.82,0.62,0.68,0.53,0.2,0.56,0.61,0.71,0.85,0.74,0.73,
Tayikistán,TJK,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,1.07,1.12,4.95,7.5,8.98,12.12,12.7,15.46,14.26,13.97,13.56,13.24,12.87,12.42,11.86,11.34,10.82,10.36,10.35,9.61,8.86,8.12,7.43,6.69,6.04,5.43,5.36,5.26,5.17,
Turkmenistán,TKM,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,0.33,0.39,0.39,2.71,5.81,7.64,8.36,9.63,10.22,9.27,8.38,7.54,6.75,5.91,5.11,4.31,3.63,3.09,2.68,2.25,2.29,2.27,2.26,2.24,2.19,2.15,2.11,2.07,2.04,
América Latina y el Caribe (BIRF y la AIF),TLA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,7.677928025,7.537638722,7.55789691,8.323606276,9.712264911,10.2675458,10.40161141,10.76016001,11.63383265,11.59189947,10.89339864,11.22141594,11.38037725,10.96595155,10.21214463,9.40304303,8.951926846,8.401926882,9.379367999,8.752283104,8.118084222,7.834744621,7.725343274,7.401530665,8.08485593,9.340118542,9.700873799,9.583882454,9.673237654,
Timor-Leste,TLS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,3.97,4.01,4.09,4.11,4.11,4.12,4.06,4.02,3.84,4.15,4.17,4.06,4.06,3.99,3.95,3.8,3.81,3.79,4.02,4.03,4.36,4.71,5.07,5.45,5.82,6.24,6.05,6.01,6.03,
Oriente Medio y Norte de África (BIRF y la AIF),TMN,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,17.81122211,16.11785831,17.39373194,17.91278807,18.26926542,16.34454976,16.56900629,16.91501371,17.01819122,18.76043368,18.90960481,19.80523526,18.93163513,18.03118092,18.53674416,17.33778938,16.28698628,16.56390578,17.79330483,18.67610558,19.0569643,19.5351347,19.46928046,19.76274702,20.13954273,20.3768959,20.65790917,19.83516127,19.54242518,
Tonga,TON,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,2.19,2.01,2.09,2.5,2.97,3.34,3.74,4.42,4.97,5.48,6.13,6.8,7.41,5.05,3.13,1.66,1.79,1.99,2.31,2.51,2.67,2.8,3,3.21,3.39,3.54,3.59,3.66,3.65,
Asia meridional (BIRF y la AIF),TSA,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.992412688,5.158006979,5.212476256,5.30172581,5.318780103,5.25730204,5.090393619,5.140680307,5.279367071,5.039428743,5.091609644,5.165891785,5.367367826,5.438506525,5.519250318,5.299930551,5.214514722,4.936424718,5.364327114,5.150468496,5.106319902,5.245839647,5.583310853,5.445288191,5.875107918,5.777521845,5.555493879,5.420858469,5.321565309,
África al sur del Sahara (BIRF y la AIF),TSS,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,6.187707607,6.258840274,6.385941612,6.399049317,6.464589695,6.535195503,6.538419318,6.575475215,6.723609882,6.701777488,6.715365988,7.059614569,6.976169121,6.708099544,6.611250187,6.45798066,6.156790734,5.664363799,5.922997014,6.464081343,6.324879592,6.243317254,6.121965631,6.309611895,6.316334046,6.706673763,6.785051039,6.546393172,6.437824246,
Trinidad y Tobago,TTO,"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",SL.UEM.TOTL.FE.ZS,4.09,4.1,4.01,3.94,4.06,4.14,4.28,4.37,4.37,4.43,4.43,4.43,4.57,4.71,4.72,4.98,5.24,5.12,4.71,4.66,4.23,4.56,3.24,2.93,2.94,3.17,3.21,3.37,3.48,
